occurence_PK,occurrencedate,occurrencehour,occurrenceday,occurrencemonth,occurrenceyear
987,2013-01-24 05:00:00+00:00,5,24,1,2013
988,2015-11-13 05:00:00+00:00,5,13,11,2015
989,2015-11-15 05:00:00+00:00,5,15,11,2015
990,2015-11-18 05:00:00+00:00,5,18,11,2015
991,2015-11-21 05:00:00+00:00,5,21,11,2015
992,2015-11-19 05:00:00+00:00,5,19,11,2015
993,2015-11-14 05:00:00+00:00,5,14,11,2015
994,2015-11-16 05:00:00+00:00,5,16,11,2015
995,2015-11-22 05:00:00+00:00,5,22,11,2015
996,2015-11-20 05:00:00+00:00,5,20,11,2015
997,2015-11-17 05:00:00+00:00,5,17,11,2015
998,2015-11-23 05:00:00+00:00,5,23,11,2015
999,1982-03-13 05:00:00+00:00,5,13,3,1982
1000,2015-11-27 05:00:00+00:00,5,27,11,2015
1001,2015-11-26 05:00:00+00:00,5,26,11,2015
1002,2015-11-29 05:00:00+00:00,5,29,11,2015
1003,2015-11-24 05:00:00+00:00,5,24,11,2015
1004,2015-11-25 05:00:00+00:00,5,25,11,2015
1005,2015-11-28 05:00:00+00:00,5,28,11,2015
1006,2015-11-30 05:00:00+00:00,5,30,11,2015
1007,2015-12-03 05:00:00+00:00,5,3,12,2015
1008,2015-12-01 05:00:00+00:00,5,1,12,2015
1009,2015-12-04 05:00:00+00:00,5,4,12,2015
1010,2015-12-02 05:00:00+00:00,5,2,12,2015
1011,2009-06-01 04:00:00+00:00,4,1,6,2009
1012,2015-12-05 05:00:00+00:00,5,5,12,2015
1013,2015-12-06 05:00:00+00:00,5,6,12,2015
1014,2015-12-13 05:00:00+00:00,5,13,12,2015
1015,2015-12-08 05:00:00+00:00,5,8,12,2015
1016,2015-12-12 05:00:00+00:00,5,12,12,2015
1017,2015-12-10 05:00:00+00:00,5,10,12,2015
1018,2012-03-27 04:00:00+00:00,4,27,3,2012
1019,2015-12-07 05:00:00+00:00,5,7,12,2015
1020,2015-12-11 05:00:00+00:00,5,11,12,2015
1021,2015-12-09 05:00:00+00:00,5,9,12,2015
1022,2015-12-14 05:00:00+00:00,5,14,12,2015
1023,2015-12-15 05:00:00+00:00,5,15,12,2015
1024,2012-05-05 04:00:00+00:00,4,5,5,2012
1025,2015-12-16 05:00:00+00:00,5,16,12,2015
1026,2015-12-25 05:00:00+00:00,5,25,12,2015
1027,2015-12-22 05:00:00+00:00,5,22,12,2015
1028,2015-12-24 05:00:00+00:00,5,24,12,2015
1029,2015-12-18 05:00:00+00:00,5,18,12,2015
1030,2015-12-21 05:00:00+00:00,5,21,12,2015
1031,2015-12-19 05:00:00+00:00,5,19,12,2015
1032,2015-12-26 05:00:00+00:00,5,26,12,2015
1033,2015-12-23 05:00:00+00:00,5,23,12,2015
1034,2015-12-17 05:00:00+00:00,5,17,12,2015
1035,2015-12-20 05:00:00+00:00,5,20,12,2015
1036,2015-12-27 05:00:00+00:00,5,27,12,2015
1037,2016-01-01 05:00:00+00:00,5,1,1,2016
1038,2016-01-06 05:00:00+00:00,5,6,1,2016
1039,2015-12-30 05:00:00+00:00,5,30,12,2015
1040,2015-12-31 05:00:00+00:00,5,31,12,2015
1041,2016-01-05 05:00:00+00:00,5,5,1,2016
1042,2011-06-19 04:00:00+00:00,4,19,6,2011
1043,2015-12-28 05:00:00+00:00,5,28,12,2015
1044,2016-01-02 05:00:00+00:00,5,2,1,2016
1045,2016-01-03 05:00:00+00:00,5,3,1,2016
1046,2016-01-07 05:00:00+00:00,5,7,1,2016
1047,2016-01-04 05:00:00+00:00,5,4,1,2016
1048,2015-12-29 05:00:00+00:00,5,29,12,2015
1049,2016-01-08 05:00:00+00:00,5,8,1,2016
1050,2016-01-18 05:00:00+00:00,5,18,1,2016
1051,2016-01-17 05:00:00+00:00,5,17,1,2016
1052,2016-01-14 05:00:00+00:00,5,14,1,2016
1053,2016-01-10 05:00:00+00:00,5,10,1,2016
1054,2016-01-16 05:00:00+00:00,5,16,1,2016
1055,2016-01-15 05:00:00+00:00,5,15,1,2016
1056,2016-01-11 05:00:00+00:00,5,11,1,2016
1057,2016-01-12 05:00:00+00:00,5,12,1,2016
1058,2016-01-13 05:00:00+00:00,5,13,1,2016
1059,2016-01-19 05:00:00+00:00,5,19,1,2016
1060,2016-01-09 05:00:00+00:00,5,9,1,2016
1061,2010-07-08 04:00:00+00:00,4,8,7,2010
1062,2016-01-20 05:00:00+00:00,5,20,1,2016
1063,2016-01-24 05:00:00+00:00,5,24,1,2016
1064,2016-01-25 05:00:00+00:00,5,25,1,2016
1065,2016-01-26 05:00:00+00:00,5,26,1,2016
1066,2016-01-27 05:00:00+00:00,5,27,1,2016
1067,2016-01-23 05:00:00+00:00,5,23,1,2016
1068,2016-01-21 05:00:00+00:00,5,21,1,2016
1069,2016-01-28 05:00:00+00:00,5,28,1,2016
1070,2016-01-30 05:00:00+00:00,5,30,1,2016
1071,2016-01-29 05:00:00+00:00,5,29,1,2016
1072,2016-01-22 05:00:00+00:00,5,22,1,2016
1073,2002-01-01 05:00:00+00:00,5,1,1,2002
1074,2016-01-31 05:00:00+00:00,5,31,1,2016
1075,2016-02-11 05:00:00+00:00,5,11,2,2016
1076,2016-02-10 05:00:00+00:00,5,10,2,2016
1077,2016-02-08 05:00:00+00:00,5,8,2,2016
1078,2016-02-09 05:00:00+00:00,5,9,2,2016
1079,2016-02-05 05:00:00+00:00,5,5,2,2016
1080,2016-02-12 05:00:00+00:00,5,12,2,2016
1081,2016-02-04 05:00:00+00:00,5,4,2,2016
1082,2016-02-06 05:00:00+00:00,5,6,2,2016
1083,2016-02-02 05:00:00+00:00,5,2,2,2016
1084,2016-02-01 05:00:00+00:00,5,1,2,2016
1085,2016-02-07 05:00:00+00:00,5,7,2,2016
1086,2016-02-03 05:00:00+00:00,5,3,2,2016
1087,1992-12-21 05:00:00+00:00,5,21,12,1992
1088,2012-09-15 04:00:00+00:00,4,15,9,2012
1089,2016-02-18 05:00:00+00:00,5,18,2,2016
1090,2016-02-20 05:00:00+00:00,5,20,2,2016
1091,2016-02-14 05:00:00+00:00,5,14,2,2016
1092,2016-02-17 05:00:00+00:00,5,17,2,2016
1093,2016-02-22 05:00:00+00:00,5,22,2,2016
1094,2016-02-19 05:00:00+00:00,5,19,2,2016
1095,2016-02-16 05:00:00+00:00,5,16,2,2016
1096,2016-02-21 05:00:00+00:00,5,21,2,2016
1097,2016-02-13 05:00:00+00:00,5,13,2,2016
1098,2016-02-15 05:00:00+00:00,5,15,2,2016
1099,2016-02-23 05:00:00+00:00,5,23,2,2016
1100,2016-02-25 05:00:00+00:00,5,25,2,2016
1101,2016-02-24 05:00:00+00:00,5,24,2,2016
1102,2016-02-26 05:00:00+00:00,5,26,2,2016
1103,2016-03-01 05:00:00+00:00,5,1,3,2016
1104,2016-02-28 05:00:00+00:00,5,28,2,2016
1105,2016-03-03 05:00:00+00:00,5,3,3,2016
1106,2016-02-27 05:00:00+00:00,5,27,2,2016
1107,2016-03-04 05:00:00+00:00,5,4,3,2016
1108,2016-03-05 05:00:00+00:00,5,5,3,2016
1109,2016-03-02 05:00:00+00:00,5,2,3,2016
1110,2016-03-06 05:00:00+00:00,5,6,3,2016
1111,2016-02-29 05:00:00+00:00,5,29,2,2016
1112,2016-03-13 05:00:00+00:00,5,13,3,2016
1113,2016-03-12 05:00:00+00:00,5,12,3,2016
1114,2016-03-14 04:00:00+00:00,4,14,3,2016
1115,2016-03-07 05:00:00+00:00,5,7,3,2016
1116,2016-03-11 05:00:00+00:00,5,11,3,2016
1117,2016-03-09 05:00:00+00:00,5,9,3,2016
1118,2016-03-10 05:00:00+00:00,5,10,3,2016
1119,2016-03-16 04:00:00+00:00,4,16,3,2016
1120,2016-03-08 05:00:00+00:00,5,8,3,2016
1121,2016-03-15 04:00:00+00:00,4,15,3,2016
1122,2011-02-10 05:00:00+00:00,5,10,2,2011
1123,2016-03-17 04:00:00+00:00,4,17,3,2016
1124,2016-03-26 04:00:00+00:00,4,26,3,2016
1125,2016-03-19 04:00:00+00:00,4,19,3,2016
1126,2016-03-23 04:00:00+00:00,4,23,3,2016
1127,2016-03-25 04:00:00+00:00,4,25,3,2016
1128,2016-03-24 04:00:00+00:00,4,24,3,2016
1129,2016-03-22 04:00:00+00:00,4,22,3,2016
1130,2016-03-27 04:00:00+00:00,4,27,3,2016
1131,2016-03-21 04:00:00+00:00,4,21,3,2016
1132,2016-03-18 04:00:00+00:00,4,18,3,2016
1133,2016-03-20 04:00:00+00:00,4,20,3,2016
1134,2016-03-28 04:00:00+00:00,4,28,3,2016
1135,2016-04-07 04:00:00+00:00,4,7,4,2016
1136,2016-03-29 04:00:00+00:00,4,29,3,2016
1137,2016-04-02 04:00:00+00:00,4,2,4,2016
1138,2016-03-30 04:00:00+00:00,4,30,3,2016
1139,2016-03-31 04:00:00+00:00,4,31,3,2016
1140,2016-04-01 04:00:00+00:00,4,1,4,2016
1141,2016-04-06 04:00:00+00:00,4,6,4,2016
1142,2016-04-03 04:00:00+00:00,4,3,4,2016
1143,2016-04-04 04:00:00+00:00,4,4,4,2016
1144,2011-06-07 04:00:00+00:00,4,7,6,2011
1145,2016-04-05 04:00:00+00:00,4,5,4,2016
1146,2016-04-08 04:00:00+00:00,4,8,4,2016
1147,2016-04-09 04:00:00+00:00,4,9,4,2016
1148,2016-04-10 04:00:00+00:00,4,10,4,2016
1149,2016-04-11 04:00:00+00:00,4,11,4,2016
1150,2016-04-12 04:00:00+00:00,4,12,4,2016
1151,2016-04-14 04:00:00+00:00,4,14,4,2016
1152,2002-04-14 04:00:00+00:00,4,14,4,2002
1153,2016-04-16 04:00:00+00:00,4,16,4,2016
1154,2016-04-17 04:00:00+00:00,4,17,4,2016
1155,2016-04-18 04:00:00+00:00,4,18,4,2016
1156,2016-04-19 04:00:00+00:00,4,19,4,2016
1157,2016-04-15 04:00:00+00:00,4,15,4,2016
1158,2016-04-13 04:00:00+00:00,4,13,4,2016
1159,2016-04-20 04:00:00+00:00,4,20,4,2016
1160,2016-04-23 04:00:00+00:00,4,23,4,2016
1161,2016-04-22 04:00:00+00:00,4,22,4,2016
1162,2016-04-27 04:00:00+00:00,4,27,4,2016
1163,2016-04-21 04:00:00+00:00,4,21,4,2016
1164,2016-04-28 04:00:00+00:00,4,28,4,2016
1165,2016-04-24 04:00:00+00:00,4,24,4,2016
1166,2016-04-29 04:00:00+00:00,4,29,4,2016
1167,2016-04-25 04:00:00+00:00,4,25,4,2016
1168,2016-04-26 04:00:00+00:00,4,26,4,2016
1169,2016-04-30 04:00:00+00:00,4,30,4,2016
1170,2016-05-06 04:00:00+00:00,4,6,5,2016
1171,2016-05-09 04:00:00+00:00,4,9,5,2016
1172,2016-05-07 04:00:00+00:00,4,7,5,2016
1173,2016-05-01 04:00:00+00:00,4,1,5,2016
1174,2016-05-04 04:00:00+00:00,4,4,5,2016
1175,2016-05-02 04:00:00+00:00,4,2,5,2016
1176,2016-05-05 04:00:00+00:00,4,5,5,2016
1177,2016-05-08 04:00:00+00:00,4,8,5,2016
1178,2016-05-03 04:00:00+00:00,4,3,5,2016
1179,2016-05-10 04:00:00+00:00,4,10,5,2016
1180,2010-02-08 05:00:00+00:00,5,8,2,2010
1181,2016-05-11 04:00:00+00:00,4,11,5,2016
1182,2016-05-19 04:00:00+00:00,4,19,5,2016
1183,2016-05-15 04:00:00+00:00,4,15,5,2016
1184,2016-05-18 04:00:00+00:00,4,18,5,2016
1185,2016-05-14 04:00:00+00:00,4,14,5,2016
1186,2016-05-13 04:00:00+00:00,4,13,5,2016
1187,2016-05-20 04:00:00+00:00,4,20,5,2016
1188,2016-05-21 04:00:00+00:00,4,21,5,2016
1189,2016-05-17 04:00:00+00:00,4,17,5,2016
1190,2016-05-16 04:00:00+00:00,4,16,5,2016
1191,2016-05-22 04:00:00+00:00,4,22,5,2016
1192,2016-05-12 04:00:00+00:00,4,12,5,2016
1193,2016-05-24 04:00:00+00:00,4,24,5,2016
1194,2016-05-23 04:00:00+00:00,4,23,5,2016
1195,2016-05-27 04:00:00+00:00,4,27,5,2016
1196,2016-06-01 04:00:00+00:00,4,1,6,2016
1197,2016-05-25 04:00:00+00:00,4,25,5,2016
1198,2016-05-29 04:00:00+00:00,4,29,5,2016
1199,2016-05-28 04:00:00+00:00,4,28,5,2016
1200,2016-05-26 04:00:00+00:00,4,26,5,2016
1201,2016-05-30 04:00:00+00:00,4,30,5,2016
1202,2016-05-31 04:00:00+00:00,4,31,5,2016
1203,2016-06-02 04:00:00+00:00,4,2,6,2016
1204,2016-06-04 04:00:00+00:00,4,4,6,2016
1205,2016-06-03 04:00:00+00:00,4,3,6,2016
1206,2016-06-07 04:00:00+00:00,4,7,6,2016
1207,2016-06-11 04:00:00+00:00,4,11,6,2016
1208,2016-06-09 04:00:00+00:00,4,9,6,2016
1209,2016-06-05 04:00:00+00:00,4,5,6,2016
1210,2016-06-10 04:00:00+00:00,4,10,6,2016
1211,2016-06-08 04:00:00+00:00,4,8,6,2016
1212,2016-06-06 04:00:00+00:00,4,6,6,2016
1213,2016-06-12 04:00:00+00:00,4,12,6,2016
1214,2003-09-01 04:00:00+00:00,4,1,9,2003
1215,1974-01-01 05:00:00+00:00,5,1,1,1974
1216,2013-02-02 05:00:00+00:00,5,2,2,2013
1217,2016-06-21 04:00:00+00:00,4,21,6,2016
1218,2016-06-22 04:00:00+00:00,4,22,6,2016
1219,2016-06-13 04:00:00+00:00,4,13,6,2016
1220,2016-06-17 04:00:00+00:00,4,17,6,2016
1221,2016-06-20 04:00:00+00:00,4,20,6,2016
1222,2016-06-16 04:00:00+00:00,4,16,6,2016
1223,2016-06-18 04:00:00+00:00,4,18,6,2016
1224,2016-06-15 04:00:00+00:00,4,15,6,2016
1225,2016-06-19 04:00:00+00:00,4,19,6,2016
1226,2016-06-14 04:00:00+00:00,4,14,6,2016
1227,2016-06-23 04:00:00+00:00,4,23,6,2016
1228,2016-07-01 04:00:00+00:00,4,1,7,2016
1229,2016-06-25 04:00:00+00:00,4,25,6,2016
1230,2016-06-28 04:00:00+00:00,4,28,6,2016
1231,2016-06-24 04:00:00+00:00,4,24,6,2016
1232,2016-06-27 04:00:00+00:00,4,27,6,2016
1233,2016-06-29 04:00:00+00:00,4,29,6,2016
1234,2016-07-02 04:00:00+00:00,4,2,7,2016
1235,2016-06-30 04:00:00+00:00,4,30,6,2016
1236,2016-07-03 04:00:00+00:00,4,3,7,2016
1237,2016-06-26 04:00:00+00:00,4,26,6,2016
1238,2013-06-21 04:00:00+00:00,4,21,6,2013
1239,2016-07-08 04:00:00+00:00,4,8,7,2016
1240,2016-07-07 04:00:00+00:00,4,7,7,2016
1241,2016-07-12 04:00:00+00:00,4,12,7,2016
1242,2016-07-10 04:00:00+00:00,4,10,7,2016
1243,2016-07-11 04:00:00+00:00,4,11,7,2016
1244,2016-07-06 04:00:00+00:00,4,6,7,2016
1245,2016-07-05 04:00:00+00:00,4,5,7,2016
1246,2016-07-09 04:00:00+00:00,4,9,7,2016
1247,2016-07-04 04:00:00+00:00,4,4,7,2016
1248,2016-07-13 04:00:00+00:00,4,13,7,2016
1249,2016-07-22 04:00:00+00:00,4,22,7,2016
1250,2016-07-21 04:00:00+00:00,4,21,7,2016
1251,2016-07-16 04:00:00+00:00,4,16,7,2016
1252,2016-07-15 04:00:00+00:00,4,15,7,2016
1253,2016-07-23 04:00:00+00:00,4,23,7,2016
1254,2016-07-20 04:00:00+00:00,4,20,7,2016
1255,2016-07-18 04:00:00+00:00,4,18,7,2016
1256,2016-07-14 04:00:00+00:00,4,14,7,2016
1257,2016-07-24 04:00:00+00:00,4,24,7,2016
1258,2016-07-17 04:00:00+00:00,4,17,7,2016
1259,2016-07-19 04:00:00+00:00,4,19,7,2016
1260,2010-08-01 04:00:00+00:00,4,1,8,2010
1261,2016-08-01 04:00:00+00:00,4,1,8,2016
1262,2016-07-30 04:00:00+00:00,4,30,7,2016
1263,2016-07-25 04:00:00+00:00,4,25,7,2016
1264,2016-07-28 04:00:00+00:00,4,28,7,2016
1265,2016-07-31 04:00:00+00:00,4,31,7,2016
1266,2016-07-27 04:00:00+00:00,4,27,7,2016
1267,2016-08-02 04:00:00+00:00,4,2,8,2016
1268,2016-07-26 04:00:00+00:00,4,26,7,2016
1269,2016-07-29 04:00:00+00:00,4,29,7,2016
1270,2016-08-03 04:00:00+00:00,4,3,8,2016
1271,2016-08-08 04:00:00+00:00,4,8,8,2016
1272,2016-08-12 04:00:00+00:00,4,12,8,2016
1273,2016-08-13 04:00:00+00:00,4,13,8,2016
1274,2016-08-04 04:00:00+00:00,4,4,8,2016
1275,2016-08-06 04:00:00+00:00,4,6,8,2016
1276,2016-08-07 04:00:00+00:00,4,7,8,2016
1277,2016-08-05 04:00:00+00:00,4,5,8,2016
1278,2016-08-09 04:00:00+00:00,4,9,8,2016
1279,2016-08-10 04:00:00+00:00,4,10,8,2016
1280,2016-08-11 04:00:00+00:00,4,11,8,2016
1281,2016-08-14 04:00:00+00:00,4,14,8,2016
1282,2016-08-20 04:00:00+00:00,4,20,8,2016
1283,2016-08-21 04:00:00+00:00,4,21,8,2016
1284,2016-08-18 04:00:00+00:00,4,18,8,2016
1285,2016-08-22 04:00:00+00:00,4,22,8,2016
1286,2016-08-19 04:00:00+00:00,4,19,8,2016
1287,2016-08-23 04:00:00+00:00,4,23,8,2016
1288,2016-08-17 04:00:00+00:00,4,17,8,2016
1289,2016-08-15 04:00:00+00:00,4,15,8,2016
1290,2016-08-16 04:00:00+00:00,4,16,8,2016
1291,2016-08-24 04:00:00+00:00,4,24,8,2016
1292,2007-12-01 05:00:00+00:00,5,1,12,2007
1293,2016-08-25 04:00:00+00:00,4,25,8,2016
1294,2016-08-26 04:00:00+00:00,4,26,8,2016
1295,2016-09-03 04:00:00+00:00,4,3,9,2016
1296,2016-08-29 04:00:00+00:00,4,29,8,2016
1297,2016-09-02 04:00:00+00:00,4,2,9,2016
1298,2016-08-27 04:00:00+00:00,4,27,8,2016
1299,2016-08-31 04:00:00+00:00,4,31,8,2016
1300,2016-08-28 04:00:00+00:00,4,28,8,2016
1301,2016-09-01 04:00:00+00:00,4,1,9,2016
1302,2016-08-30 04:00:00+00:00,4,30,8,2016
1303,2016-09-04 04:00:00+00:00,4,4,9,2016
1304,2016-09-05 04:00:00+00:00,4,5,9,2016
1305,2010-09-19 04:00:00+00:00,4,19,9,2010
1306,2016-09-07 04:00:00+00:00,4,7,9,2016
1307,2016-09-15 04:00:00+00:00,4,15,9,2016
1308,2016-09-14 04:00:00+00:00,4,14,9,2016
1309,2016-09-09 04:00:00+00:00,4,9,9,2016
1310,2016-09-13 04:00:00+00:00,4,13,9,2016
1311,2016-09-08 04:00:00+00:00,4,8,9,2016
1312,2016-09-12 04:00:00+00:00,4,12,9,2016
1313,2016-09-16 04:00:00+00:00,4,16,9,2016
1314,2016-09-11 04:00:00+00:00,4,11,9,2016
1315,2016-09-10 04:00:00+00:00,4,10,9,2016
1316,2016-09-06 04:00:00+00:00,4,6,9,2016
1317,2013-10-22 04:00:00+00:00,4,22,10,2013
1318,2016-09-18 04:00:00+00:00,4,18,9,2016
1319,2016-09-17 04:00:00+00:00,4,17,9,2016
1320,2016-09-22 04:00:00+00:00,4,22,9,2016
1321,2016-09-24 04:00:00+00:00,4,24,9,2016
1322,2016-09-23 04:00:00+00:00,4,23,9,2016
1323,2016-09-25 04:00:00+00:00,4,25,9,2016
1324,2016-09-19 04:00:00+00:00,4,19,9,2016
1325,2016-09-20 04:00:00+00:00,4,20,9,2016
1326,2016-09-21 04:00:00+00:00,4,21,9,2016
1327,2016-09-26 04:00:00+00:00,4,26,9,2016
1328,2016-09-28 04:00:00+00:00,4,28,9,2016
1329,2016-09-30 04:00:00+00:00,4,30,9,2016
1330,2016-10-04 04:00:00+00:00,4,4,10,2016
1331,2016-09-29 04:00:00+00:00,4,29,9,2016
1332,2016-10-03 04:00:00+00:00,4,3,10,2016
1333,2016-10-01 04:00:00+00:00,4,1,10,2016
1334,2016-10-02 04:00:00+00:00,4,2,10,2016
1335,2005-11-30 05:00:00+00:00,5,30,11,2005
1336,2016-09-27 04:00:00+00:00,4,27,9,2016
1337,2016-10-05 04:00:00+00:00,4,5,10,2016
1338,2016-10-06 04:00:00+00:00,4,6,10,2016
1339,2010-10-02 04:00:00+00:00,4,2,10,2010
1340,2016-10-12 04:00:00+00:00,4,12,10,2016
1341,2016-10-11 04:00:00+00:00,4,11,10,2016
1342,2016-10-09 04:00:00+00:00,4,9,10,2016
1343,2016-10-10 04:00:00+00:00,4,10,10,2016
1344,2016-10-13 04:00:00+00:00,4,13,10,2016
1345,2016-10-16 04:00:00+00:00,4,16,10,2016
1346,2016-10-15 04:00:00+00:00,4,15,10,2016
1347,2016-10-08 04:00:00+00:00,4,8,10,2016
1348,2016-10-14 04:00:00+00:00,4,14,10,2016
1349,2016-10-17 04:00:00+00:00,4,17,10,2016
1350,2016-10-07 04:00:00+00:00,4,7,10,2016
1351,2016-10-18 04:00:00+00:00,4,18,10,2016
1352,1998-03-30 05:00:00+00:00,5,30,3,1998
1353,2016-10-26 04:00:00+00:00,4,26,10,2016
1354,2016-10-25 04:00:00+00:00,4,25,10,2016
1355,2016-10-20 04:00:00+00:00,4,20,10,2016
1356,2016-10-24 04:00:00+00:00,4,24,10,2016
1357,2016-10-21 04:00:00+00:00,4,21,10,2016
1358,2016-10-22 04:00:00+00:00,4,22,10,2016
1359,2016-10-23 04:00:00+00:00,4,23,10,2016
1360,2016-10-19 04:00:00+00:00,4,19,10,2016
1361,2016-10-27 04:00:00+00:00,4,27,10,2016
1362,2016-10-28 04:00:00+00:00,4,28,10,2016
1363,2016-11-05 04:00:00+00:00,4,5,11,2016
1364,2016-11-01 04:00:00+00:00,4,1,11,2016
1365,2016-11-06 04:00:00+00:00,4,6,11,2016
1366,2016-11-03 04:00:00+00:00,4,3,11,2016
1367,2016-11-02 04:00:00+00:00,4,2,11,2016
1368,2016-10-31 04:00:00+00:00,4,31,10,2016
1369,2016-11-04 04:00:00+00:00,4,4,11,2016
1370,2016-11-07 05:00:00+00:00,5,7,11,2016
1371,2016-10-29 04:00:00+00:00,4,29,10,2016
1372,2016-10-30 04:00:00+00:00,4,30,10,2016
1373,2012-09-23 04:00:00+00:00,4,23,9,2012
1374,2016-11-10 05:00:00+00:00,5,10,11,2016
1375,2016-11-09 05:00:00+00:00,5,9,11,2016
1376,2016-11-08 05:00:00+00:00,5,8,11,2016
1377,2016-11-11 05:00:00+00:00,5,11,11,2016
1378,2016-11-12 05:00:00+00:00,5,12,11,2016
1379,2016-11-16 05:00:00+00:00,5,16,11,2016
1380,2016-11-14 05:00:00+00:00,5,14,11,2016
1381,2016-11-15 05:00:00+00:00,5,15,11,2016
1382,2016-11-17 05:00:00+00:00,5,17,11,2016
1383,2016-11-13 05:00:00+00:00,5,13,11,2016
1384,2002-07-01 04:00:00+00:00,4,1,7,2002
1385,2016-11-18 05:00:00+00:00,5,18,11,2016
1386,2016-11-21 05:00:00+00:00,5,21,11,2016
1387,2016-11-19 05:00:00+00:00,5,19,11,2016
1388,2016-11-25 05:00:00+00:00,5,25,11,2016
1389,2016-11-20 05:00:00+00:00,5,20,11,2016
1390,2016-11-22 05:00:00+00:00,5,22,11,2016
1391,2016-11-27 05:00:00+00:00,5,27,11,2016
1392,2016-11-26 05:00:00+00:00,5,26,11,2016
1393,2016-11-23 05:00:00+00:00,5,23,11,2016
1394,2016-11-24 05:00:00+00:00,5,24,11,2016
1395,2016-11-28 05:00:00+00:00,5,28,11,2016
1396,2016-11-29 05:00:00+00:00,5,29,11,2016
1397,2016-12-01 05:00:00+00:00,5,1,12,2016
1398,2016-12-03 05:00:00+00:00,5,3,12,2016
1399,2016-12-02 05:00:00+00:00,5,2,12,2016
1400,2016-12-08 05:00:00+00:00,5,8,12,2016
1401,2016-11-30 05:00:00+00:00,5,30,11,2016
1402,2016-12-04 05:00:00+00:00,5,4,12,2016
1403,2016-12-05 05:00:00+00:00,5,5,12,2016
1404,2016-12-07 05:00:00+00:00,5,7,12,2016
1405,2016-12-06 05:00:00+00:00,5,6,12,2016
1406,2016-12-09 05:00:00+00:00,5,9,12,2016
1407,2016-12-14 05:00:00+00:00,5,14,12,2016
1408,2016-12-13 05:00:00+00:00,5,13,12,2016
1409,2016-12-10 05:00:00+00:00,5,10,12,2016
1410,2016-12-12 05:00:00+00:00,5,12,12,2016
1411,2016-12-15 05:00:00+00:00,5,15,12,2016
1412,2016-12-11 05:00:00+00:00,5,11,12,2016
1413,2016-12-17 05:00:00+00:00,5,17,12,2016
1414,2016-12-16 05:00:00+00:00,5,16,12,2016
1415,2016-12-18 05:00:00+00:00,5,18,12,2016
1416,2016-12-19 05:00:00+00:00,5,19,12,2016
1417,2016-12-20 05:00:00+00:00,5,20,12,2016
1418,2016-12-29 05:00:00+00:00,5,29,12,2016
1419,2016-12-28 05:00:00+00:00,5,28,12,2016
1420,2016-12-22 05:00:00+00:00,5,22,12,2016
1421,2016-12-24 05:00:00+00:00,5,24,12,2016
1422,2016-12-30 05:00:00+00:00,5,30,12,2016
1423,2016-12-27 05:00:00+00:00,5,27,12,2016
1424,2016-12-25 05:00:00+00:00,5,25,12,2016
1425,2016-12-31 05:00:00+00:00,5,31,12,2016
1426,2016-12-23 05:00:00+00:00,5,23,12,2016
1427,2016-12-21 05:00:00+00:00,5,21,12,2016
1428,2016-12-26 05:00:00+00:00,5,26,12,2016
1429,2017-01-01 05:00:00+00:00,5,1,1,2017
1430,2017-01-11 05:00:00+00:00,5,11,1,2017
1431,2017-01-05 05:00:00+00:00,5,5,1,2017
1432,2017-01-13 05:00:00+00:00,5,13,1,2017
1433,2017-01-02 05:00:00+00:00,5,2,1,2017
1434,2017-01-12 05:00:00+00:00,5,12,1,2017
1435,2017-01-10 05:00:00+00:00,5,10,1,2017
1436,2017-01-09 05:00:00+00:00,5,9,1,2017
1437,2017-01-06 05:00:00+00:00,5,6,1,2017
1438,2017-01-03 05:00:00+00:00,5,3,1,2017
1439,2017-01-14 05:00:00+00:00,5,14,1,2017
1440,2017-01-08 05:00:00+00:00,5,8,1,2017
1441,2017-01-04 05:00:00+00:00,5,4,1,2017
1442,2017-01-07 05:00:00+00:00,5,7,1,2017
1443,2017-01-23 05:00:00+00:00,5,23,1,2017
1444,2017-01-19 05:00:00+00:00,5,19,1,2017
1445,2017-01-17 05:00:00+00:00,5,17,1,2017
1446,2017-01-15 05:00:00+00:00,5,15,1,2017
1447,2017-01-22 05:00:00+00:00,5,22,1,2017
1448,2017-01-21 05:00:00+00:00,5,21,1,2017
1449,2017-01-20 05:00:00+00:00,5,20,1,2017
1450,2017-01-16 05:00:00+00:00,5,16,1,2017
1451,2017-01-24 05:00:00+00:00,5,24,1,2017
1452,2017-01-18 05:00:00+00:00,5,18,1,2017
1453,2017-01-25 05:00:00+00:00,5,25,1,2017
1454,2017-02-02 05:00:00+00:00,5,2,2,2017
1455,2017-02-03 05:00:00+00:00,5,3,2,2017
1456,2017-01-26 05:00:00+00:00,5,26,1,2017
1457,2017-02-04 05:00:00+00:00,5,4,2,2017
1458,2017-02-01 05:00:00+00:00,5,1,2,2017
1459,2017-01-27 05:00:00+00:00,5,27,1,2017
1460,2017-01-30 05:00:00+00:00,5,30,1,2017
1461,2017-01-28 05:00:00+00:00,5,28,1,2017
1462,2017-02-05 05:00:00+00:00,5,5,2,2017
1463,2017-01-29 05:00:00+00:00,5,29,1,2017
1464,2017-01-31 05:00:00+00:00,5,31,1,2017
1465,2017-02-06 05:00:00+00:00,5,6,2,2017
1466,2017-02-13 05:00:00+00:00,5,13,2,2017
1467,2017-02-07 05:00:00+00:00,5,7,2,2017
